User_ID,User_Age,User_Gender,User_State,Artisan_State,Request_Date_Time,Artisan_ID,Skill_Type,Artisan_Age,Scheduling_Preference,Premium_Service,Payment_Method,Availability,Popularity,User_Rating,Artisan_Rating,Successful,Artisan_Name,User_Local_Government_Area,Artisan_Local_Government_Area,,Artisan_Gender
U1282,47,Male,Kwara,Kwara,2023-01-24 7:34:08,Sad-1283,Carpenter,57,On-Demand,No,Cash,Available,Medium,3.723053531,4.874936242,No,Sadiya Sani,Edu,Edu,,Male
U1283,58,Male,Enugu,Enugu,2023-01-24 8:00:20,Yus-1284,Tailor,27,On-Demand,Yes,Online Payment,Available,Medium,4.243138683,4.177695348,No,Yusuf Hassan,Nkanu East,Nkanu East,,Male
U1284,52,Male,Gombe,Gombe,2023-01-24 8:26:33,Chi-1285,Welder,59,On-Demand,Yes,Online Payment,Available,High,2.802450106,3.256171492,Yes,Chidinma Okeke,Kaltungo,Kaltungo,,Female
U1285,25,Male,Enugu,Enugu,2023-01-24 8:52:45,Olu-1286,Gardener,23,On-Demand,Yes,Online Payment,Available,Low,2.776583069,2.097139461,Yes,Oluwatobi Adeyemi,Uzo-Uwani,Uzo-Uwani,,Male
U1286,48,Female,Niger,Niger,2023-01-24 9:18:58,Hau-1287,Mechanic,19,Advance,No,Online Payment,Available,Low,1.961813032,2.675065388,No,Hauwa Ali,Muya,Muya,,Female
U1287,65,Male,Niger,Niger,2023-01-24 9:45:10,Chi-1288,Tiler,23,Advance,Yes,Online Payment,Available,Low,3.309089061,3.335911108,No,Chinonso Nwankwo,Mashegu,Mashegu,,Male
U1288,60,Female,Lagos,Lagos,2023-01-24 10:11:23,Ade-1289,Shoe Cobbler,27,On-Demand,Yes,Card,Available,Low,3.62855438,1.923504625,No,Adetokunbo Ogunlana,Ifako-Ijaye,Ifako-Ijaye,,Male
U1289,38,Male,Ebonyi,Ebonyi,2023-01-24 10:37:36,Chi-1290,Barber,62,Advance,No,Cash,Available,High,2.574377957,1.465149692,No,Chizoba Ibe,Ohaukwu,Ohaukwu,,Female
U1290,34,Male,Ebonyi,Ebonyi,2023-01-24 11:03:48,Yus-1291,Makeup Artist,18,Advance,Yes,Cash,Available,Low,4.62417636,1.49757944,No,Yusuf Abubakar,Ezza,Ezza,,Male
U1291,63,Male,Ebonyi,Ebonyi,2023-01-24 11:30:01,Chu-1292,Caterer,33,On-Demand,No,Card,Available,Medium,4.609366218,3.013992623,No,Chukwudi Onyeka,Ivo,Ivo,,Male
U1292,64,Female,Benue,Benue,2023-01-24 11:56:13,Chi-1293,Event Planner,65,Advance,Yes,Cash,Available,Low,4.864453254,2.345316459,No,Chinonso Nwankwo,Tarka,Tarka,,Male
U1293,68,Female,Akwa Ibom,Akwa Ibom,2023-01-24 12:22:26,Obi-1294,Furniture Maker,65,On-Demand,Yes,Cash,Available,Low,1.007001683,3.304226763,Yes,Obinna Okoye,Etinan,Etinan,,Male
U1294,65,Male,Kano,Kano,2023-01-24 12:48:38,Bab-1295,Makeup Artist,24,On-Demand,Yes,Online Payment,Available,Medium,3.08337987,4.276331805,Yes,Babatunde Ogunlana,Mallam,Mallam,,Male
U1295,22,Male,Plateau,Plateau,2023-01-24 13:14:51,Olu-1296,Carpenter,59,Advance,No,Online Payment,Available,Low,3.595369987,4.295417688,No,Oluwakemi Ogunlana,Bassa,Bassa,,Female
U1296,58,Female,Osun,Osun,2023-01-24 13:41:03,Uma-1297,Caterer,54,Advance,No,Online Payment,Available,Medium,3.162891133,3.882147644,No,Umar Muhammad,Atakumosa East,Atakumosa East,,Male
U1297,61,Female,Adamawa,Adamawa,2023-01-24 14:07:16,Ife-1298,Electrician,21,Advance,Yes,Online Payment,Available,High,4.777868514,2.983214897,No,Ifeoma Okafor,Shelleng,Shelleng,,Female
U1298,45,Male,Sokoto,Sokoto,2023-01-24 14:33:29,Fat-1299,Hairdresser,56,On-Demand,Yes,Cash,Available,High,2.842602879,3.111680716,No,Fatima Muhammad,Tambuwal,Tambuwal,,Female
U1299,49,Female,Yobe,Yobe,2023-01-24 14:59:41,Chi-1300,Event Planner,38,Advance,Yes,Online Payment,Available,Medium,4.092248025,2.475952829,No,Chizoba Okeke,Machina,Machina,,Female
U1300,65,Female,Yobe,Yobe,2023-01-24 15:25:54,Fat-1301,Shoe Cobbler,20,On-Demand,No,Online Payment,Available,Medium,2.135254789,4.120077507,No,Fatima Yusuf,Gulani,Gulani,,Female
U1301,58,Male,Anambra,Anambra,2023-01-24 15:52:06,Ais-1302,Carpenter,29,Advance,No,Cash,Available,Low,4.829049923,4.205741667,No,Aisha Hassan,Ogbaru,Ogbaru,,Female
U1302,50,Male,Ogun,Ogun,2023-01-24 16:18:19,Uma-1303,Event Planner,47,On-Demand,No,Card,Available,Medium,3.159255068,4.028816634,Yes,Umar Ibrahim,Yewa South,Yewa South,,Male
U1303,34,Female,Akwa Ibom,Akwa Ibom,2023-01-24 16:44:31,Nne-1304,Interior Decorator,55,Advance,No,Online Payment,Available,Low,2.035838408,1.240032499,No,Nneka Okafor,Ika,Ika,,Female
U1304,33,Male,Cross River,Cross River,2023-01-24 17:10:44,Uch-1305,Dressmaker,47,Advance,No,Card,Available,Medium,2.609871209,3.366280052,No,Uchechi Eze,Bakassi,Bakassi,,Female
U1305,56,Female,Benue,Benue,2023-01-24 17:36:56,Fat-1306,Photographer,61,Advance,No,Card,Available,Medium,1.980948998,2.873654043,Yes,Fatima Muhammad,Guma,Guma,,Female
U1306,29,Male,Benue,Benue,2023-01-24 18:03:09,Olu-1307,Photographer,38,Advance,Yes,Card,Available,High,3.429036319,1.098517187,No,Oluwatoyin Adeyemi,Gwer West,Gwer West,,Female
U1307,50,Male,Abia,Abia,2023-01-24 18:29:22,Chu-1308,Event Planner,65,On-Demand,Yes,Cash,Available,Medium,1.591284101,1.760253788,Yes,Chukwudi Okafor,Umuahia South,Umuahia South,,Male
U1308,43,Male,Yobe,Yobe,2023-01-24 18:55:34,Hau-1309,Electrician,60,Advance,Yes,Online Payment,Available,High,3.142934685,3.762575878,Yes,Hauwa Hassan,Gulani,Gulani,,Female
U1309,33,Female,Kwara,Kwara,2023-01-24 19:21:47,Ade-1310,Gardener,60,Advance,No,Online Payment,Available,Medium,3.428272898,1.161007817,No,Adetokunbo Adegbola,Moro,Moro,,Male
U1310,26,Male,Kebbi,Kebbi,2023-01-24 19:47:59,Olu-1311,Carpenter,62,Advance,Yes,Cash,Available,Low,2.349736764,2.251430719,Yes,Olufemi Adeyemi,Gwandu,Gwandu,,Male
U1311,36,Male,Oyo,Oyo,2023-01-24 20:14:12,Bab-1312,Makeup Artist,32,Advance,No,Card,Available,Low,1.209096347,1.480314174,No,Babatunde Ogunlana,Afijio,Afijio,,Male
U1312,68,Male,Kano,Kano,2023-01-24 20:40:24,Ali-1313,Painter,36,On-Demand,Yes,Cash,Available,Low,4.837107178,3.316845111,No,Aliyu Sani,Gwarzo,Gwarzo,,Male
U1313,26,Female,Enugu,Enugu,2023-01-24 21:06:37,Nne-1314,Hairdresser,39,On-Demand,Yes,Online Payment,Available,Medium,1.811108625,1.305585458,Yes,Nneka Okafor,Aninri,Aninri,,Female
U1314,19,Male,Katsina,Katsina,2023-01-24 21:32:49,Nne-1315,Carpenter,46,Advance,Yes,Cash,Available,High,4.665443607,4.817161623,No,Nneka Nwankwo,Batagarawa,Batagarawa,,Female
U1315,65,Female,Ogun,Ogun,2023-01-24 21:59:02,Fat-1316,Event Planner,35,Advance,Yes,Online Payment,Available,Medium,2.987714516,4.94887213,Yes,Fatima Hassan,Imeko-Afon,Imeko-Afon,,Female
U1316,18,Female,Oyo,Oyo,2023-01-24 22:25:15,Olu-1317,Dressmaker,32,On-Demand,Yes,Cash,Available,Medium,4.891435333,2.081049915,Yes,Oluwakemi Olawale,Saki East,Saki East,,Female
U1317,48,Male,Benue,Benue,2023-01-24 22:51:27,Yus-1318,Dressmaker,59,On-Demand,No,Card,Available,Low,4.525487679,4.643952409,Yes,Yusuf Abubakar,Gwer West,Gwer West,,Male
U1318,56,Male,Kwara,Kwara,2023-01-24 23:17:40,Abu-1319,Painter,56,On-Demand,No,Cash,Available,Medium,1.637086352,4.566887284,No,Abubakar Ibrahim,Ekiti,Ekiti,,Male
U1319,31,Female,Rivers,Rivers,2023-01-24 23:43:52,Olu-1320,Event Planner,48,On-Demand,No,Cash,Available,Medium,4.251651713,1.737917875,No,Oluwakemi Ogunlana,Asari-Toru,Asari-Toru,,Female
U1320,52,Male,Kaduna,Kaduna,2023-01-25 0:10:05,Ade-1321,Hairdresser,63,On-Demand,Yes,Cash,Available,Low,1.731943523,3.864662991,Yes,Adetokunbo Olawale,Kagarko,Kagarko,,Male
U1321,53,Male,Akwa Ibom,Akwa Ibom,2023-01-25 0:36:17,Abu-1322,Welder,49,On-Demand,Yes,Cash,Available,Medium,3.92366493,2.695845902,Yes,Abubakar Muhammad,Ini,Ini,,Male
U1322,54,Male,Delta,Delta,2023-01-25 1:02:30,Nne-1323,Tiler,19,Advance,Yes,Card,Available,Medium,3.538933709,1.436181364,No,Nneka Okeke,Ukwani,Ukwani,,Female
U1323,53,Male,Lagos,Lagos,2023-01-25 1:28:43,Hau-1324,Welder,42,On-Demand,Yes,Online Payment,Available,Low,4.285181611,4.676399229,Yes,Hauwa Ibrahim,Ifako-Ijaye,Ifako-Ijaye,,Female
U1324,27,Male,Lagos,Lagos,2023-01-25 1:54:55,Ade-1325,Electrician,25,On-Demand,Yes,Online Payment,Available,Medium,3.18877239,1.250753236,Yes,Adetokunbo Ogunlana,Ojo,Ojo,,Male
U1325,33,Male,Abia,Abia,2023-01-25 2:21:08,Uch-1326,Carpenter,18,On-Demand,Yes,Card,Available,Medium,3.045748841,3.04080085,No,Uchechi Eze,Aba South,Aba South,,Female
U1326,27,Female,Benue,Benue,2023-01-25 2:47:20,Ais-1327,Gardener,28,Advance,Yes,Card,Available,High,2.697464533,4.019627405,No,Aisha Hassan,Guma,Guma,,Female
U1327,43,Male,Ondo,Ondo,2023-01-25 3:13:33,Yus-1328,Welder,20,Advance,No,Online Payment,Available,Low,1.67807118,1.504361706,No,Yusuf Sani,Ondo West,Ondo West,,Male
U1328,38,Male,Rivers,Rivers,2023-01-25 3:39:45,Nne-1329,Painter,49,Advance,No,Card,Available,Medium,1.235848968,4.857782221,No,Nneka Okeke,Asari-Toru,Asari-Toru,,Female
U1329,24,Male,Imo,Imo,2023-01-25 4:05:58,Olu-1330,Furniture Maker,21,On-Demand,No,Cash,Available,Medium,3.523730742,2.301166471,No,Olufemi Ogunlana,Orsu,Orsu,,Male
U1330,63,Female,Jigawa,Jigawa,2023-01-25 4:32:10,Sad-1331,Electrician,65,On-Demand,Yes,Card,Available,Low,1.933647508,4.877672323,Yes,Sadiya Ali,Hadejia,Hadejia,,Male
U1331,32,Male,Yobe,Yobe,2023-01-25 4:58:23,Abu-1332,Gardener,21,Advance,No,Card,Available,High,1.966892707,1.010571248,No,Abubakar Yusuf,Fika,Fika,,Male
U1332,65,Female,Katsina,Katsina,2023-01-25 5:24:36,Olu-1333,Electrician,47,Advance,No,Card,Available,Medium,1.784489037,2.463057395,Yes,Olumide Adegbola,Kafur,Kafur,,Male
U1333,60,Female,Kebbi,Kebbi,2023-01-25 5:50:48,Uch-1334,Tiler,36,Advance,No,Cash,Available,Medium,2.847384784,3.52373475,Yes,Uchechi Okafor,Aleiro,Aleiro,,Female
U1334,55,Female,Kogi,Kogi,2023-01-25 6:17:01,Ife-1335,Electrician,55,On-Demand,Yes,Online Payment,Available,Medium,3.499436997,3.230063729,Yes,Ifeoma Nwankwo,Okene,Okene,,Female
U1335,57,Female,Sokoto,Sokoto,2023-01-25 6:43:13,Uch-1336,Shoe Cobbler,67,Advance,Yes,Online Payment,Available,Low,2.8665072,4.915355329,Yes,Uchechi Onyeka,Gada,Gada,,Female
U1336,46,Female,Niger,Niger,2023-01-25 7:09:26,Yus-1337,Mechanic,69,On-Demand,Yes,Card,Available,High,4.460072178,3.582072487,Yes,Yusuf Yusuf,Wushishi,Wushishi,,Male
U1337,45,Female,Kaduna,Kaduna,2023-01-25 7:35:38,Olu-1338,Makeup Artist,38,On-Demand,Yes,Online Payment,Available,High,4.175130377,3.32213887,Yes,Olumide Olawale,Sanga,Sanga,,Male
U1338,64,Female,Adamawa,Adamawa,2023-01-25 8:01:51,Olu-1339,Mechanic,48,Advance,Yes,Card,Available,Medium,1.254644381,1.137703763,Yes,Oluwaseun Ogunleye,Gombi,Gombi,,Male
U1339,48,Female,Ebonyi,Ebonyi,2023-01-25 8:28:03,Sad-1340,Event Planner,20,Advance,No,Card,Available,Low,1.18930117,2.220739503,Yes,Sadiya Yusuf,Afikpo,Afikpo,,Male
U1340,58,Female,Imo,Imo,2023-01-25 8:54:16,Olu-1341,Gardener,41,Advance,No,Card,Available,Low,1.225936393,1.652150292,No,Oluwatoyin Ogunleye,Mbaitoli,Mbaitoli,,Female
U1341,27,Male,Niger,Niger,2023-01-25 9:20:29,Olu-1342,Tiler,33,On-Demand,No,Online Payment,Available,Medium,3.39103279,3.924276202,Yes,Olumide Ajayi,Edati,Edati,,Male
U1342,32,Female,Ondo,Ondo,2023-01-25 9:46:41,Olu-1343,Welder,64,On-Demand,Yes,Online Payment,Available,Medium,2.556217056,3.246407925,Yes,Olumide Adegbola,Owo,Owo,,Male
U1343,42,Male,Zamfara,Zamfara,2023-01-25 10:12:54,Ali-1344,Interior Decorator,21,On-Demand,No,Card,Available,Medium,2.544473294,1.615373636,No,Aliyu Ibrahim,Tsafe,Tsafe,,Male
U1344,62,Female,Gombe,Gombe,2023-01-25 10:39:06,Olu-1345,Welder,33,On-Demand,Yes,Card,Available,High,4.16408165,2.883689174,Yes,Oluwaseun Olawale,Dukku,Dukku,,Male
U1345,28,Male,Abia,Abia,2023-01-25 11:05:19,Obi-1346,Interior Decorator,69,Advance,Yes,Card,Available,Low,2.978169949,3.64041927,No,Obinna Okoye,Ohafia,Ohafia,,Male
U1346,21,Female,Zamfara,Zamfara,2023-01-25 11:31:31,Olu-1347,Gardener,35,Advance,No,Cash,Available,Medium,3.955772291,3.256273886,Yes,Oluwatoyin Ajayi,Bukkuyum,Bukkuyum,,Female
U1347,56,Male,Enugu,Enugu,2023-01-25 11:57:44,Chi-1348,Event Planner,48,Advance,Yes,Cash,Available,High,3.925854035,3.615739598,Yes,Chizoba Okafor,Ezeagu,Ezeagu,,Female
U1348,68,Female,Delta,Delta,2023-01-25 12:23:56,Hau-1349,Gardener,44,On-Demand,Yes,Cash,Available,High,3.648418923,4.239870513,No,Hauwa Ali,Ndokwa West,Ndokwa West,,Female
U1349,53,Female,Niger,Niger,2023-01-25 12:50:09,Hau-1350,Event Planner,62,Advance,No,Card,Available,Medium,1.976500768,2.946963635,No,Hauwa Hassan,Katcha,Katcha,,Female
U1350,53,Male,Enugu,Enugu,2023-01-25 13:16:22,Ade-1351,Dressmaker,64,Advance,Yes,Cash,Available,Low,4.115124988,4.487956714,No,Adetokunbo Ogunlana,IgboEze North,IgboEze North,,Male
U1351,68,Female,Taraba,Taraba,2023-01-25 13:42:34,Ais-1352,Furniture Maker,40,Advance,No,Card,Available,Low,4.302609105,4.773053262,No,Aisha Ibrahim,Yorro,Yorro,,Female
U1352,53,Female,Kano,Kano,2023-01-25 14:08:47,Ali-1353,Hairdresser,66,Advance,Yes,Card,Available,Medium,1.569065575,3.239789109,Yes,Aliyu Yusuf,kumbotso,kumbotso,,Male
U1353,64,Female,Imo,Imo,2023-01-25 14:34:59,Ais-1354,Furniture Maker,68,Advance,No,Online Payment,Available,High,3.357253066,3.04323094,No,Aisha Ali,Oru West,Oru West,,Female
U1354,22,Male,Cross River,Cross River,2023-01-25 15:01:12,Olu-1355,Barber,68,Advance,Yes,Card,Available,High,1.333204975,2.935926072,Yes,Oluwatobi Adeyemi,Etung,Etung,,Male
U1355,58,Male,Kogi,Kogi,2023-01-25 15:27:24,Olu-1356,Caterer,18,On-Demand,Yes,Online Payment,Available,Medium,4.616710475,1.936832071,No,Olufemi Ajayi,Adavi,Adavi,,Male
U1356,48,Female,Akwa Ibom,Akwa Ibom,2023-01-25 15:53:37,Ali-1357,Welder,40,On-Demand,Yes,Online Payment,Available,Medium,2.928026134,2.983570133,Yes,Aliyu Yusuf,Obot Akara,Obot Akara,,Male
U1357,40,Male,Gombe,Gombe,2023-01-25 16:19:49,Olu-1358,Welder,67,On-Demand,Yes,Online Payment,Available,High,3.200964299,1.099633219,Yes,Olufemi Adeyemi,Shomgom,Shomgom,,Male
U1358,50,Male,Ekiti,Ekiti,2023-01-25 16:46:02,Chi-1359,Plumber,35,Advance,Yes,Card,Available,High,2.058243493,4.150014404,No,Chidinma Okoye,Oye,Oye,,Female
U1359,41,Male,Oyo,Oyo,2023-01-25 17:12:15,Fat-1360,Plumber,57,On-Demand,Yes,Cash,Available,Low,1.537397228,4.772548676,Yes,Fatima Sani,Ibarapa Central,Ibarapa Central,,Female
U1360,36,Female,Akwa Ibom,Akwa Ibom,2023-01-25 17:38:27,Obi-1361,Gardener,58,On-Demand,Yes,Online Payment,Available,High,1.900354489,3.945925271,No,Obinna Ibe,Uruan,Uruan,,Male
U1361,27,Male,Lagos,Lagos,2023-01-25 18:04:40,Uma-1362,Tiler,40,On-Demand,No,Cash,Available,Medium,3.048907214,3.933359971,No,Umar Umar,Ibeju/Lekki,Ibeju/Lekki,,Male
U1362,34,Female,Delta,Delta,2023-01-25 18:30:52,Yus-1363,Carpenter,20,On-Demand,Yes,Cash,Available,High,3.861857063,1.708718146,No,Yusuf Ali,Oshimili North,Oshimili North,,Male
U1363,22,Female,Bayelsa,Bayelsa,2023-01-25 18:57:05,Olu-1364,Electrician,28,Advance,Yes,Card,Available,High,4.563545748,3.763286007,No,Olumide Ojo,Yenegoa,Yenegoa,,Male
U1364,54,Male,Cross River,Cross River,2023-01-25 19:23:17,Olu-1365,Furniture Maker,54,On-Demand,No,Online Payment,Available,Low,3.956422883,1.228119669,No,Oluwakemi Adegbola,Boki,Boki,,Female
U1365,33,Male,Benue,Benue,2023-01-25 19:49:30,Abu-1366,Electrician,39,On-Demand,No,Online Payment,Available,Medium,3.853617358,1.706065948,Yes,Abubakar Ibrahim,Apa,Apa,,Male
U1366,30,Male,Bauchi,Bauchi,2023-01-25 20:15:43,Olu-1367,Tiler,51,Advance,No,Online Payment,Available,Medium,3.730404857,2.12005801,Yes,Oluwakemi Olawale,Bauchi,Bauchi,,Female
U1367,21,Male,Kano,Kano,2023-01-25 20:41:55,Uma-1368,Graphic Designer,55,On-Demand,No,Card,Available,High,4.78880499,4.447425842,No,Umar Hassan,Mallam,Mallam,,Male
U1368,56,Female,Ogun,Ogun,2023-01-25 21:08:08,Uma-1369,Hairdresser,26,Advance,No,Cash,Available,High,3.751310982,2.364149254,Yes,Umar Sani,Abeokuta South,Abeokuta South,,Male
U1369,18,Female,Kano,Kano,2023-01-25 21:34:20,Ali-1370,Graphic Designer,24,On-Demand,No,Online Payment,Available,Medium,3.802301548,2.957719506,No,Aliyu Yusuf,Rogo,Rogo,,Male
U1370,60,Male,Akwa Ibom,Akwa Ibom,2023-01-25 22:00:33,Chi-1371,Plumber,55,On-Demand,No,Card,Available,Low,3.014317457,2.337981349,No,Chidinma Nwankwo,Ika,Ika,,Female
U1371,29,Female,Kwara,Kwara,2023-01-25 22:26:45,Ife-1372,Interior Decorator,64,On-Demand,No,Cash,Available,High,4.094561262,1.046797463,No,Ifeoma Okafor,Ilorin West,Ilorin West,,Female
U1372,68,Male,Ogun,Ogun,2023-01-25 22:52:58,Nne-1373,Electrician,60,On-Demand,Yes,Online Payment,Available,Medium,3.010825535,1.107250499,Yes,Nneka Okoye,Ado-Odo/Ota,Ado-Odo/Ota,,Female
U1373,67,Female,Ondo,Ondo,2023-01-25 23:19:10,Yus-1374,Shoe Cobbler,55,On-Demand,No,Online Payment,Available,High,2.842215209,3.420829824,Yes,Yusuf Ibrahim,Odigbo,Odigbo,,Male
U1374,57,Male,Taraba,Taraba,2023-01-25 23:45:23,Uma-1375,Shoe Cobbler,55,On-Demand,Yes,Online Payment,Available,High,3.413860939,1.00385445,No,Umar Muhammad,Sardauna,Sardauna,,Male
U1375,36,Female,Rivers,Rivers,2023-01-26 0:11:36,Chi-1376,Barber,26,Advance,No,Online Payment,Available,High,4.486501797,3.468479195,No,Chinonso Okeke,Ogba/Egbema/Ndoni,Ogba/Egbema/Ndoni,,Male
U1376,47,Male,Anambra,Anambra,2023-01-26 0:37:48,Chi-1377,Caterer,31,Advance,Yes,Online Payment,Available,High,4.180961741,2.162318272,Yes,Chidinma Ibe,Ogbaru,Ogbaru,,Female
U1377,65,Female,Sokoto,Sokoto,2023-01-26 1:04:01,Nne-1378,Welder,31,Advance,No,Cash,Available,High,3.691867212,2.911041916,No,Nneka Eze,Isa,Isa,,Female
U1378,22,Female,Niger,Niger,2023-01-26 1:30:13,Olu-1379,Hairdresser,58,On-Demand,No,Online Payment,Available,High,3.663826409,4.249536323,Yes,Olumide Ogunlana,Chanchaga,Chanchaga,,Male
U1379,47,Male,Osun,Osun,2023-01-26 1:56:26,Olu-1380,Shoe Cobbler,39,On-Demand,No,Cash,Available,Medium,2.011051292,3.169198718,Yes,Oluwatobi Olawale,Orolu,Orolu,,Male
U1380,44,Male,Bayelsa,Bayelsa,2023-01-26 2:22:38,Sad-1381,Welder,67,Advance,Yes,Cash,Available,High,3.062818977,4.035216533,Yes,Sadiya Sani,Southern Jaw,Southern Jaw,,Male
U1381,55,Male,Osun,Osun,2023-01-26 2:48:51,Abu-1382,Painter,68,On-Demand,Yes,Cash,Available,High,2.417013494,1.373411435,No,Abubakar Ali,Irepodun,Irepodun,,Male
U1382,19,Male,Yobe,Yobe,2023-01-26 3:15:03,Chu-1383,Photographer,52,On-Demand,Yes,Card,Available,Low,4.190182103,3.051147031,Yes,Chukwudi Okeke,Machina,Machina,,Male
U1383,42,Male,Katsina,Katsina,2023-01-26 3:41:16,Olu-1384,Mechanic,67,Advance,No,Online Payment,Available,High,3.99581499,2.044047939,No,Oluwaseun Ogunlana,Zango,Zango,,Male
U1384,41,Female,Gombe,Gombe,2023-01-26 4:07:29,Olu-1385,Barber,43,Advance,Yes,Card,Available,Medium,3.632803481,4.736044868,Yes,Olufemi Ajayi,Kaltungo,Kaltungo,,Male
U1385,49,Female,Bauchi,Bauchi,2023-01-26 4:33:41,Olu-1386,Event Planner,56,Advance,Yes,Online Payment,Available,Low,1.457018941,2.887796688,No,Olufemi Olawale,Katagum,Katagum,,Male
U1386,32,Female,Kogi,Kogi,2023-01-26 4:59:54,Ali-1387,Makeup Artist,28,Advance,No,Card,Available,Medium,3.411756584,1.64758603,No,Aliyu Umar,Yagba East,Yagba East,,Male
U1387,28,Male,Niger,Niger,2023-01-26 5:26:06,Olu-1388,Hairdresser,64,On-Demand,No,Online Payment,Available,Medium,4.109732338,4.246984584,No,Oluwaseun Olawale,Katcha,Katcha,,Male
U1388,30,Female,Imo,Imo,2023-01-26 5:52:19,Ais-1389,Mechanic,63,Advance,No,Online Payment,Available,High,1.011459558,2.067498043,No,Aisha Ibrahim,Oru East,Oru East,,Female
U1389,62,Female,Kano,Kano,2023-01-26 6:18:31,Bab-1390,Dressmaker,44,Advance,Yes,Online Payment,Available,High,2.160871401,4.656866937,Yes,Babatunde Olawale,Dawakin Tofa,Dawakin Tofa,,Male
U1390,65,Female,Yobe,Yobe,2023-01-26 6:44:44,Chi-1391,Welder,65,On-Demand,No,Online Payment,Available,Low,3.106407889,3.55207729,No,Chizoba Okeke,Gulani,Gulani,,Female
U1391,37,Male,Nasarawa,Nasarawa,2023-01-26 7:10:56,Chi-1392,Barber,25,On-Demand,No,Cash,Available,High,1.013803259,1.35917575,No,Chizoba Okafor,Akwanga,Akwanga,,Female
U1392,18,Female,Enugu,Enugu,2023-01-26 7:37:09,Sad-1393,Hairdresser,29,On-Demand,Yes,Card,Available,Low,3.132457963,2.676491011,No,Sadiya Muhammad,Isi-Uzo,Isi-Uzo,,Male
U1393,69,Female,Adamawa,Adamawa,2023-01-26 8:03:22,Obi-1394,Welder,68,Advance,Yes,Card,Available,Medium,3.165032758,4.52223445,No,Obinna Okoye,Yola North,Yola North,,Male
U1394,70,Male,Edo,Edo,2023-01-26 8:29:34,Olu-1395,Carpenter,30,Advance,Yes,Cash,Available,High,1.29382188,1.048242093,Yes,Oluwaseun Ogunlana,Esan North-East,Esan North-East,,Male
U1395,47,Male,Cross River,Cross River,2023-01-26 8:55:47,Yus-1396,Tailor,18,On-Demand,Yes,Online Payment,Available,High,4.877516888,2.034838212,No,Yusuf Umar,Obudu,Obudu,,Male
U1396,23,Male,Nasarawa,Nasarawa,2023-01-26 9:21:59,Yus-1397,Dressmaker,35,On-Demand,No,Card,Available,Low,2.326968594,1.165015279,Yes,Yusuf Yusuf,Keffi,Keffi,,Male
U1397,22,Female,Zamfara,Zamfara,2023-01-26 9:48:12,Olu-1398,Plumber,40,On-Demand,No,Card,Available,High,1.140491804,3.394663023,No,Olumide Ajayi,Tsafe,Tsafe,,Male
U1398,58,Female,Ebonyi,Ebonyi,2023-01-26 10:14:24,Fat-1399,Mechanic,38,Advance,No,Online Payment,Available,Medium,2.87533764,1.721139839,No,Fatima Umar,Ohaukwu,Ohaukwu,,Female
U1399,61,Female,Delta,Delta,2023-01-26 10:40:37,Hau-1400,Makeup Artist,41,On-Demand,Yes,Online Payment,Available,Medium,3.422539758,4.104578594,Yes,Hauwa Yusuf,Warri North,Warri North,,Female
U1400,29,Male,Rivers,Rivers,2023-01-26 11:06:50,Uma-1401,Makeup Artist,70,On-Demand,Yes,Card,Available,High,1.116646236,2.45962695,Yes,Umar Ibrahim,Okrika,Okrika,,Male
U1401,33,Male,Borno,Borno,2023-01-26 11:33:02,Chi-1402,Event Planner,35,On-Demand,Yes,Card,Available,Low,2.87752597,1.833704128,Yes,Chizoba Okoye,Nganzai,Nganzai,,Female
U1402,67,Male,Kano,Kano,2023-01-26 11:59:15,Hau-1403,Interior Decorator,34,Advance,No,Cash,Available,Medium,4.882428416,4.995808936,No,Hauwa Hassan,Minjibir,Minjibir,,Female
U1403,29,Female,Anambra,Anambra,2023-01-26 12:25:27,Sad-1404,Plumber,49,On-Demand,No,Cash,Available,Medium,2.564165917,4.723575375,Yes,Sadiya Sani,Orumba North,Orumba North,,Male
U1404,52,Male,Imo,Imo,2023-01-26 12:51:40,Ife-1405,Hairdresser,51,Advance,No,Online Payment,Available,Low,4.346426994,1.56444793,No,Ifeoma Eze,Isiala Mbano,Isiala Mbano,,Female
U1405,53,Male,Taraba,Taraba,2023-01-26 13:17:52,Hau-1406,Barber,64,Advance,No,Online Payment,Available,Medium,2.071418898,2.0401136,Yes,Hauwa Hassan,Ibi,Ibi,,Female
U1406,32,Male,Ondo,Ondo,2023-01-26 13:44:05,Uch-1407,Dressmaker,49,On-Demand,Yes,Cash,Available,High,4.936988103,1.700406064,Yes,Uchechi Nwankwo,Irele,Irele,,Female
U1407,70,Female,Bayelsa,Bayelsa,2023-01-26 14:10:17,Ali-1408,Dressmaker,66,On-Demand,Yes,Cash,Available,High,4.123797939,2.429034159,No,Aliyu Muhammad,Nembe,Nembe,,Male
U1408,51,Female,Abia,Abia,2023-01-26 14:36:30,Uma-1409,Photographer,50,Advance,No,Cash,Available,Medium,4.800442184,4.598406297,Yes,Umar Sani,Umuahia North,Umuahia North,,Male
U1409,67,Female,Bauchi,Bauchi,2023-01-26 15:02:43,Olu-1410,Caterer,36,Advance,Yes,Card,Available,Medium,2.041236295,1.327949672,Yes,Oluwaseun Adebiyi,Itas/Gadau,Itas/Gadau,,Male
